,Order Qty,Replenishment LT,LT Offset,Manufacturing LT,Action,SupplyType,Status,Rule,Multi-sourced,Special Demand,Flagged,Item,Description,Part Status,Shortage Date,Part Type Code,Product Family,Material Type,Max Order Qty,Min Order Qty,Multiple order Qty,Container Qty,Phase-in,Phase-out,UOM,Report Field 1,Planner Code,Supplier Code,Order Value,Original Order Qty,On-hand Qty,Excess Qty,Shortage Qty,Planned Receipt,Material,Capacity,RTO Priority,Resource ID,Work Center Code,WC Supplier Code,Ordering Group,Production Version,Supply type,Location,Reference,Settings
279,,Less Than Or Equal 3,Not Blank,Equals 1 OR Greater Than 5,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'RELEASED')",Distributed,"('GROUPBY', 'GREENFLOW', 'YELLOWVOLUME')","('CYCLIC', 'TWOBIN', 'MANUAL')",true,true,,Starts With '5500',Starts With 'Z',05,Not Blank,"('ADB', 'D1P', 'NOF')","('YBLU', 'YBSE', 'YPAC')",E,Equals 1 OR Equals 5,Equals 5,Not Equals 3,Blank,Greater Than 2000-01-01,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('L', 'LB', 'UG6')",Starts With 'Z',"In Range (1,10)","('GROUPBY', 'T124', 'I480')","In Range (1,10)",Not Blank,Equals 1 OR Equals 5,Greater Than Or Equal 3,Equals ABCDEF,Not Blank,Yes,"('Available', 'N/A', 'Partially Available')",Blank,Contains 'a' AND Contains 'A',,Contains 'Z',Starts With 'Z',,"('GROUPBY', 'Purchased', 'Manufactured')","('I335', 'I486', 'I009')",Contains 'Z',Starts With 'Z'
280,Less Than 3,Less Than 999999999999999999999999999999999999999,Equals -1,Equals 'ABCDEF',"('GROUPBY', 'REQUIRESATTENTION', 'REJECTED')","('GROUPBY', 'Manufactured', 'Purchased')","('GREENFLOW', 'REDVOLUME', 'YELLOWVOLUME')","('FLOW', 'FEP', 'TWOBIN')",,true,false,Starts With '5500' OR Starts With '500',Contains 'a' OR Contains 'A',05,Equals '2022-02-28',"('ADB', 'APZ', 'D1B')","('YPAC', 'YNOP', 'YPCK')",F,Blank,Greater Than 3,Not Equals 3,Less Than 3,Less Than 9999-12-31,Not Blank,"('KG', 'SKU', 'TO')",Ends With 'Z',Greater Than Or Equal 1 AND Less Than Or Equal 10,"('GROUPBY', 'T124', 'I480')","In Range (1,10)",,Greater Than Or Equal 1 AND Less Than Or Equal 10,Less Than Or Equal 3,Equals 1 OR Greater Than 5,Less Than 999999-12-31,"('NA', 'Yes', 'No')","('Available', 'N/A', 'Not Available')",Equals ABCDEF,Ends With 'Z',Ends With 'Z',Starts With 'Z',,Contains 'a' AND Contains 'A',Distributed,"('I389', 'I349', 'I351')",Starts With 'SHELL' AND Ends With '3',Contains 'a' AND Contains 'A'
281,Not Equals 3,Greater Than Or Equal 3,Equals -1,Greater Than 3,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'POSTPONED')","('GROUPBY', 'Manufactured', 'Distributed')","('GROUPBY', 'YELLOWFLOW', 'BLUEVOLUME')","('BUFFER', 'LOW', 'FEP')",,GROUPBY,,,Contains 'a' AND Contains 'A',02,Not Blank,"('DRM', 'GPF', 'PWD')","('YINT', 'YPCK', 'YRAW')","('GROUPBY', 'E', 'F')",Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 1 OR Greater Than 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 1 OR Greater Than 5,Less Than 9999-12-31,Less Than 999999-12-31,,Contains 'a' AND Contains 'A',Less Than 9223372036854775807,"('GROUPBY', 'I480', 'I353')",Greater Than 3,Equals 5,,Equals 1,Equals 6,Greater Than 2000-01-01,"('NA', 'Yes', 'No')","('GROUPBY', 'Available', 'N/A')",Less Than 3,,Contains 'a' OR Contains 'A',,Contains 'a' AND Contains 'A',Contains 'a' AND Contains 'A',"('Purchased', 'Manufactured', 'Distributed')","('I411', 'I339', 'I351')",Contains 'Z',Starts With 'LOC' AND Contains 'ITEM'
282,Equals 1,Equals 1 OR Equals 5,Equals -1,Less Than 9223372036854775807,"('GROUPBY', 'POSTPONED', 'REJECTED')","('Manufactured', 'Distributed', 'Purchased')","('GROUPBY', 'REDFEP', 'YELLOWVOLUME')","('GROUPBY', 'CYCLIC', 'TWOBIN')",GROUPBY,true,false,Contains '4' AND Contains '2',Contains 'Omala',02,Greater Than 2000-01-01,"('ADB', 'APZ', 'FPF')","('YINT', 'YPCK', 'YRAW')",,"In Range (1,10)",Equals 6,,Equals 5,Not Blank,,"('KAR', 'KG', 'LB')",Ends With 'Z',Equals +1,"('GROUPBY', 'R037', 'I353')",,Equals 5,Not Blank,Not Blank,"In Range (1,10)",,GROUPBY,"('GROUPBY', 'Available', 'Not Available')","In Range (1,10)",,,Contains 'a' AND Contains 'A',Ends With 'Z',,"('GROUPBY', 'Purchased', 'Manufactured')","('I340', 'I411', 'I351')",,Ends With 'Z'
283,Equals ABCDEF,Greater Than Or Equal 3,Greater Than Or Equal 3,Equals -1,"('GROUPBY', 'REQUIRESRELEASE', 'TODO')",GROUPBY,"('GREENFEP', 'YELLOWVOLUME', 'GREENVOLUME')","('BUFFER', 'RTO', 'TWOBIN')",false,true,true,Contains '4' AND Contains '2',Contains 'a' OR Contains 'A',05,Not Blank,"('GROUPBY', 'APZ', 'PRE')","('GROUPBY', 'YNOP', 'YPCK')",,Less Than Or Equal 3,Greater Than Or Equal 3,Equals 1,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 2000-01-01 AND Less Than 9999-12-31,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('KG', 'L', 'SKU')",,Less Than 999999999999999999999999999999999999999,"('R037', 'P083', 'I353')",Not Equals 3,Blank,Equals 6,Equals 1 OR Greater Than 5,"In Range (1,10)",Less Than 999999-12-31,Yes,"('GROUPBY', 'Not Available', 'Partially Available')",Equals 5,,Ends With 'Z',,Starts With 'Z',Contains 'a' OR Contains 'A',Purchased,I351,Ends With 'Z',Starts With 'Z'
284,Less Than 3,"In Range (1,10)",Less Than 9223372036854775807,Less Than 9223372036854775807,"('RELEASED', 'POSTPONED', 'TODO')",Manufactured,"('GROUPBY', 'RTO', 'REDVOLUME')","('RTO', 'TWOBIN', 'MANUAL')",,true,true,Starts With 'Z',Starts With 'Refrig' OR Contains 'Gadus',02,Equals '2022-02-28' OR Equals '2022-03-02',"('FBR', 'FP3', 'LBL')","('YINT', 'YPAC', 'YNOP')","('GROUPBY', 'E', 'F')",Equals 1,Greater Than 3,Equals 6,Equals ABCDEF,Not Blank,Less Than 999999-12-31,"('GROUPBY', 'EA', 'SKU')",Contains 'a' OR Contains 'A',Less Than 9223372036854775807,GROUPBY,Greater Than 3,Blank,Less Than 3,Less Than 3,Equals 1 OR Equals 5,Less Than 9999-12-31,"('GROUPBY', 'NA', 'Yes')","('Available', 'N/A', 'Partially Available')",Equals 1 OR Equals 5,,Contains 'Z',,Ends With 'Z',Starts With 'Z',GROUPBY,"('GROUPBY', 'I477', 'U022')",Ends With 'Z',Starts With 'Z'
285,Equals 6,Blank,"In Range (1,10)",Equals 1 OR Equals 5,"('REQUIRESRELEASE', 'REQUIRESAPPROVAL', 'POSTPONED')",GROUPBY,BLUEFLOW,"('FLOW', 'BUFFER', 'FEP')",false,true,,Contains 'a' AND Contains 'A',Starts With 'Omala',"('GROUPBY', '02', '05')",Less Than 999999-12-31,"('FP2', 'GPF', 'PRE')",YINT,GROUPBY,Equals 1,Equals 1 OR Greater Than 5,Equals 5,Equals 5,Less Than 999999-12-31,Less Than 999999-12-31,"('KG', 'SKU', 'UG6')",Contains 'Z',Equals same value as in table,T124,Not Equals 3,Greater Than 3,Greater Than 3,,Less Than Or Equal 3,Not Blank,"('NA', 'Yes', 'No')",GROUPBY,"In Range (1,10)",,Starts With 'Z',Ends With 'Z',Starts With 'Z',Ends With 'Z',"('GROUPBY', 'Manufactured', 'Distributed')","('I389', 'I349', 'I337')",Contains 'Z',Contains 'a' AND Contains 'A'
286,,Equals +1,Equals +1,Equals 1,"('REQUIRESAPPROVAL', 'RELEASED', 'TODO')",Manufactured,"('GROUPBY', 'YELLOWFLOW', 'YELLOWVOLUME')","('GROUPBY', 'LOW', 'FEP')",,GROUPBY,true,Ends With '9',Ends With 'Z',"('GROUPBY', '02', '05')",Blank,"('APD', 'D1P', 'FP3')","('GROUPBY', 'YBLU', 'YPCK')",F,Not Equals 3,,Greater Than 3,Equals 6,Greater Than 2000-01-01 AND Less Than 9999-12-31,Less Than 9999-12-31,GROUPBY,Contains 'Z',Not Blank,"('GROUPBY', 'P083', 'I480')",Equals 1,Equals 1 OR Greater Than 5,Equals 1 OR Equals 5,Equals 1,Greater Than Or Equal 1 AND Less Than Or Equal 10,Greater Than 2000-01-01,,"('Available', 'N/A', 'Not Available')",,Contains 'Z',Ends With 'Z',Contains 'Z',,Contains 'a' OR Contains 'A',"('Purchased', 'Manufactured', 'Distributed')","('I335', 'I324', 'C604')",Starts With 'Z',Contains 'a' OR Contains 'A'
287,Greater Than Or Equal 3,Equals 1 OR Greater Than 5,Equals 1,Equals 'ABCDEF',"('REQUIRESAPPROVAL', 'POSTPONED', 'TODO')","('GROUPBY', 'Distributed', 'Purchased')","('GROUPBY', 'YELLOWFLOW', 'RTO')","('GROUPBY', 'LOW', 'RTO')",,true,true,Contains '4' AND Contains '2',Ends With 'Z',05,Not Blank,"('ADB', 'FBE', 'FP1')","('YBSE', 'YPCK', 'YRAW')",GROUPBY,,Greater Than 3,Equals 1 OR Greater Than 5,"In Range (1,10)",Blank,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('KAR', 'L', 'LB')",Ends With 'Z',Equals 1 OR Greater Than 5,P083,Equals ABCDEF,Not Blank,Equals 1 OR Greater Than 5,"In Range (1,10)",Greater Than 3,Less Than 9999-12-31,"('GROUPBY', 'NA', 'Yes')",Not Available,Equals ABCDEF,Contains 'a' OR Contains 'A',Contains 'Z',Contains 'Z',Contains 'Z',Contains 'Z',,"('I340', 'I009', 'C604')",Contains 'a' OR Contains 'A',
288,Equals 6,Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 'ABCDEF',Equals 1,REQUIRESAPPROVAL,,"('YELLOWFLOW', 'YELLOWVOLUME', 'GREENVOLUME')","('FLOW', 'BUFFER', 'FEP')",,,false,Starts With '5500' OR Starts With '500',Ends With 'Z',"('GROUPBY', '02', '05')",Equals '2022-02-28' OR Blank,"('FP2', 'FPC', 'LBL')","('GROUPBY', 'YNOP', 'YPCK')","('GROUPBY', 'E', 'F')",Equals 6,Equals 1,Blank,Equals 1 OR Equals 5,Blank,Greater Than 2000-01-01,KG,Contains 'a' AND Contains 'A',,"('GROUPBY', 'T124', 'I480')",Less Than Or Equal 3,Less Than 3,Greater Than Or Equal 1 AND Less Than Or Equal 10,Less Than Or Equal 3,Not Equals 3,Greater Than 2000-01-01,"('GROUPBY', 'NA', 'Yes')",N/A,Less Than 3,,Contains 'Z',Starts With 'Z',Contains 'a' AND Contains 'A',Contains 'Z',"('Purchased', 'Manufactured', 'Distributed')","('I351', 'I324', 'C311')",Starts With 'SHELL' AND Ends With '3',
289,Greater Than 3,Less Than 3,Equals same value as in table,Greater Than Or Equal 3,"('REQUIRESATTENTION', 'RELEASED', 'TODO')","('GROUPBY', 'Manufactured', 'Purchased')","('GROUPBY', 'RTO', 'BLUEVOLUME')","('RTO', 'FEP', 'TWOBIN')",GROUPBY,true,,Starts With '5' AND Ends With '1',Starts With 'Refrig' OR Contains 'Gadus',05,Not Blank,"('D1B', 'DRM', 'LBL')","('GROUPBY', 'YBLU', 'YBSE')",GROUPBY,Greater Than 3,Equals 1,Equals 1 OR Greater Than 5,Equals ABCDEF,Less Than 999999-12-31,Less Than 999999-12-31,"('KAR', 'L', 'TO')",,,,Less Than 3,Not Equals 3,Equals 1 OR Equals 5,Equals 5,Greater Than 3,Greater Than 2000-01-01,,"('Available', 'N/A', 'Partially Available')",Equals 1 OR Equals 5,Starts With 'Z',Starts With 'Z',,Contains 'Z',Contains 'a' AND Contains 'A',Purchased,"('F477', 'C604', 'G081')",Contains 'Z',Contains 'a' OR Contains 'A'
290,Equals 5,Less Than Or Equal 3,Equals 'ABCDEF',Equals +1,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'REQUIRESAPPROVAL')",GROUPBY,"('GREENFLOW', 'RTO', 'YELLOWVOLUME')",FEP,true,,true,Contains 'Z',Contains 'Omala',GROUPBY,Equals '2022-02-28',"('ADB', 'FBE', 'FP2')",YPCK,E,Equals 1 OR Greater Than 5,Blank,Equals 1,Less Than Or Equal 3,,Not Blank,"('KG', 'LB', 'UG6')",Contains 'Z',Greater Than Or Equal 3,"('GROUPBY', 'P083', 'I480')",Equals 1,"In Range (1,10)",Less Than 3,Not Equals 3,"In Range (1,10)",Blank,Yes,N/A,Equals 1 OR Greater Than 5,Contains 'a' AND Contains 'A',Starts With 'Z',Contains 'Z',Contains 'a' OR Contains 'A',Contains 'Z',"('GROUPBY', 'Purchased', 'Manufactured')","('I389', 'T804', 'U022')",Starts With 'SHELL' AND Ends With '3',Starts With 'Z'
291,Equals 1 OR Greater Than 5,Equals 1,Equals 1,Equals same value as in table,"('GROUPBY', 'REQUIRESATTENTION', 'REJECTED')",Manufactured,"('GROUPBY', 'REDFLOW', 'BLUEFLOW')","('BUFFER', 'LOW', 'TWOBIN')",false,true,false,Contains 'Z',Starts With 'Z',"('GROUPBY', '02', '05')",Not Blank,"('ADB', 'D1B', 'FBF')","('GROUPBY', 'YBLU', 'YNOP')",,Less Than Or Equal 3,Equals 1,Greater Than Or Equal 3,Equals 1 OR Equals 5,Less Than 999999-12-31,,"('GROUPBY', 'EA', 'LB')",,Greater Than Or Equal 3,"('GROUPBY', 'P083', 'I353')",,Not Equals 3,Greater Than Or Equal 3,Greater Than Or Equal 3,Equals 1 OR Greater Than 5,Greater Than 2000-01-01,"('NA', 'Yes', 'No')","('Available', 'N/A', 'Not Available')",Greater Than 3,Starts With 'Z',Ends With 'Z',Contains 'Z',Contains 'Z',Ends With 'Z',GROUPBY,"('I335', 'I351', 'C311')",Ends With 'Z',Contains 'a' OR Contains 'A'
292,Equals 1 OR Greater Than 5,Less Than 999999999999999999999999999999999999999,Equals +1,Greater Than Or Equal 3,REQUIRESATTENTION,,"('GROUPBY', 'YELLOWFLOW', 'REDVOLUME')","('FLOW', 'CYCLIC', 'TWOBIN')",false,,,Starts With '5500',Contains 'a' OR Contains 'A',02,Not Blank,"('FP1', 'FP2', 'FPF')",YRAW,E,,Greater Than 3,Equals 6,Equals 1 OR Greater Than 5,Less Than 999999-12-31,Less Than 999999-12-31,"('KG', 'LB', 'SKU')",Contains 'Z',"In Range (1,10)","('GROUPBY', 'P083', 'I480')",Equals 6,Not Equals 3,"In Range (1,10)",Less Than Or Equal 3,Greater Than 3,Blank,NA,GROUPBY,,Contains 'Z',Ends With 'Z',Ends With 'Z',Starts With 'Z',Ends With 'Z',,"('I411', 'I337', 'P082')",Ends With 'Z',Starts With 'LOC'
293,Less Than Or Equal 3,Equals +1,Less Than 999999999999999999999999999999999999999,Equals same value as in table,"('REQUIRESRELEASE', 'RELEASED', 'REJECTED')",Distributed,"('GROUPBY', 'REDFLOW', 'GREENFEP')","('BUFFER', 'CYCLIC', 'TWOBIN')",true,,false,Ends With 'Z',,02,Blank,"('FBE', 'LBL', 'NOF')","('YINT', 'YNOP', 'YRAW')",GROUPBY,"In Range (1,10)",Equals 1,"In Range (1,10)",Less Than Or Equal 3,Greater Than 2000-01-01 AND Less Than 9999-12-31,Less Than 999999-12-31,EA,,Equals +1,"('T124', 'R037', 'P083')",Equals 1 OR Greater Than 5,Greater Than 3,,Not Equals 3,Equals 5,Not Blank,No,"('GROUPBY', 'Not Available', 'Partially Available')",Equals ABCDEF,Starts With 'Z',,,Ends With 'Z',Contains 'a' OR Contains 'A',"('GROUPBY', 'Manufactured', 'Distributed')","('I411', 'C604', 'G081')",Ends With 'Z',Starts With 'LOC' AND Contains 'ITEM'
294,Blank,Equals 1 OR Equals 5,Less Than Or Equal 3,"In Range (1,10)","('GROUPBY', 'REQUIRESATTENTION', 'POSTPONED')",Manufactured,"('GROUPBY', 'GREENFEP', 'REDFEP')","('GROUPBY', 'BUFFER', 'FEP')",GROUPBY,true,,Starts With '5' AND Ends With '1',Contains 'Omala',05,Equals '2022-02-28' OR Equals '2022-03-02',"('ADP', 'D1B', 'MTO')","('YBLU', 'YBSE', 'YRAW')","('GROUPBY', 'E', 'F')","In Range (1,10)",Not Equals 3,Equals 5,Equals 5,Greater Than 2000-01-01 AND Less Than 9999-12-31,Not Blank,L,Ends With 'Z',Greater Than Or Equal 1 AND Less Than Or Equal 10,"('T124', 'I480', 'I353')",Equals 1 OR Greater Than 5,Less Than Or Equal 3,Greater Than 3,Greater Than 3,Less Than 3,Greater Than 2000-01-01 AND Less Than 9999-12-31,"('GROUPBY', 'Yes', 'No')",Not Available,,Contains 'a' AND Contains 'A',,Contains 'a' OR Contains 'A',Ends With 'Z',Starts With 'Z',"('GROUPBY', 'Purchased', 'Distributed')",C311,Contains 'a' OR Contains 'A',Starts With 'LOC'
295,"In Range (1,10)",Not Blank,Greater Than Or Equal 1 AND Less Than Or Equal 10,Less Than 9223372036854775807,TODO,"('GROUPBY', 'Manufactured', 'Purchased')","('GROUPBY', 'GREENFLOW', 'YELLOWVOLUME')","('FLOW', 'CYCLIC', 'LOW')",,,GROUPBY,Contains '24',Contains 'Omala',02,Equals '2022-02-28' OR Equals '2022-03-02',"('GROUPBY', 'APD', 'FBR')","('GROUPBY', 'YPAC', 'YRAW')",E,Not Blank,Equals 5,Greater Than 3,Not Equals 3,Blank,Greater Than 2000-01-01 AND Less Than 9999-12-31,GROUPBY,,Less Than 9223372036854775807,GROUPBY,Equals 6,Greater Than Or Equal 1 AND Less Than Or Equal 10,Not Blank,Not Equals 3,Less Than 3,Not Blank,No,"('GROUPBY', 'Available', 'Partially Available')",Less Than Or Equal 3,,Ends With 'Z',Ends With 'Z',,Contains 'a' OR Contains 'A',"('GROUPBY', 'Purchased', 'Manufactured')","('I340', 'I339', 'P082')",Starts With 'SHELL' AND Ends With '3',Starts With 'Z'
296,Greater Than Or Equal 3,Less Than Or Equal 3,Not Equals 3,Equals 1 OR Equals 5,"('GROUPBY', 'POSTPONED', 'REJECTED')",GROUPBY,"('GREENFEP', 'RTO', 'YELLOWVOLUME')",MANUAL,,true,,Ends With 'Z',Starts With 'Refrig' OR Contains 'Gadus',05,Equals '2022-02-28' OR Blank,"('BSE', 'DRM', 'FPE')","('YBSE', 'YPCK', 'YRAW')","('GROUPBY', 'E', 'F')",Equals 1 OR Equals 5,Equals 5,Greater Than 3,Equals 1 OR Equals 5,Less Than 9999-12-31,Not Blank,"('KAR', 'KG', 'SKU')",,Less Than Or Equal 3,"('T124', 'I480', 'I353')",Less Than Or Equal 3,Less Than Or Equal 3,Greater Than Or Equal 3,Not Equals 3,"In Range (1,10)",Less Than 9999-12-31,NA,"('Available', 'N/A', 'Not Available')",Less Than Or Equal 3,Contains 'Z',Contains 'Z',,Ends With 'Z',Starts With 'Z',GROUPBY,"('GROUPBY', 'I389', 'I335')",,Contains 'Z'
297,,Equals 1 OR Greater Than 5,Less Than Or Equal 3,Less Than 3,"('REQUIRESATTENTION', 'REQUIRESRELEASE', 'TODO')",GROUPBY,"('BLUEFLOW', 'REDFEP', 'GREENVOLUME')","('FLOW', 'LOW', 'FEP')",true,false,false,Starts With '5500',Contains 'Omala',05,Less Than 999999-12-31,"('FPC', 'FPE', 'NOF')","('YBLU', 'YBSE', 'YNOP')",GROUPBY,Equals 1,Less Than 3,Not Equals 3,Greater Than Or Equal 3,Not Blank,Less Than 9999-12-31,"('EA', 'SKU', 'UG6')",,Equals 1 OR Greater Than 5,"('R037', 'P083', 'I480')",Equals 1 OR Greater Than 5,Blank,Not Equals 3,Equals 1,Not Blank,,"('GROUPBY', 'NA', 'Yes')",Partially Available,Greater Than 3,Starts With 'Z',,Ends With 'Z',Starts With 'Z',Contains 'a' AND Contains 'A',GROUPBY,"('I411', 'I337', 'F477')",Starts With 'SHELL' AND Ends With '3',Contains 'a' AND Contains 'A'
298,"In Range (1,10)",Equals same value as in table,Greater Than Or Equal 1 AND Less Than Or Equal 10,Equals 1,"('GROUPBY', 'REQUIRESATTENTION', 'RELEASED')","('Manufactured', 'Distributed', 'Purchased')","('REDFLOW', 'REDFEP', 'RTO')","('LOW', 'RTO', 'FEP')",GROUPBY,,GROUPBY,Contains 'Z',Starts With 'Omala',02,Less Than 9999-12-31,"('BSE', 'FBF', 'IBC')","('GROUPBY', 'YBSE', 'YPAC')",F,Equals 1 OR Greater Than 5,Equals 1,Equals 1 OR Greater Than 5,Less Than Or Equal 3,Less Than 999999-12-31,Less Than 999999-12-31,"('GROUPBY', 'L', 'SKU')",,"In Range (1,10)","('GROUPBY', 'P083', 'I480')",Equals 1 OR Equals 5,Greater Than Or Equal 1 AND Less Than Or Equal 10,Not Blank,"In Range (1,10)",Equals 1 OR Equals 5,Not Blank,"('NA', 'Yes', 'No')",N/A,Blank,,Contains 'Z',Ends With 'Z',Contains 'a' AND Contains 'A',Ends With 'Z',"('GROUPBY', 'Manufactured', 'Distributed')","('I335', 'P082', 'G081')",Starts With 'SHELL' AND Ends With '3',Contains 'a' OR Contains 'A'
299,"In Range (1,10)",Equals 'ABCDEF',Equals same value as in table,Less Than Or Equal 3,"('REQUIRESATTENTION', 'RELEASED', 'TODO')",Manufactured,"('GREENFLOW', 'REDFEP', 'GREENVOLUME')","('CYCLIC', 'LOW', 'MANUAL')",,,,Starts With '5500',Starts With 'Omala' OR Starts With 'Corena',"('GROUPBY', '02', '05')",Not Blank,"('MTO', 'NOF', 'PWD')","('YBLU', 'YPCK', 'YRAW')",,Equals 1 OR Greater Than 5,"In Range (1,10)",Equals 1,Equals 6,Greater Than 2000-01-01,Blank,"('L', 'LB', 'TO')",Starts With 'Z',Not Equals 3,"('GROUPBY', 'R037', 'I480')",Equals 1 OR Greater Than 5,Equals 1,Equals 1 OR Equals 5,Less Than 3,Not Equals 3,,"('NA', 'Yes', 'No')",Not Available,Equals 6,Contains 'Z',Starts With 'Z',Contains 'a' OR Contains 'A',Contains 'a' AND Contains 'A',Contains 'Z',Purchased,"('I411', 'I335', 'U022')",Contains 'a' OR Contains 'A',Contains 'a' AND Contains 'A'
